,aug-cc-pVQZ_B2-PLYP-D3BJ,aug-cc-pVQZ_B3LYP-D3BJ,aug-cc-pVQZ_B3LYP-D3BJ-a,aug-cc-pVQZ_BLYP-D3BJ,aug-cc-pVQZ_B-LYP-osUW12-D3BJ,aug-cc-pVQZ_CAM-B3LYP-D3BJ,aug-cc-pVQZ_DSD-BLYP-D3BJ,aug-cc-pVQZ_MP2,aug-cc-pVQZ_PBE0-D3BJ,aug-cc-pVQZ_PBE-D3BJ,aug-cc-pVQZ_wB97X-D3,aug-cc-pVQZ_wB97X-D3BJ,aug-cc-pVQZ_wB97X-MP2-D3BJ,aug-cc-pVQZ_wB97X-V,aug-cc-pVQZ_WM21-D3BJ,aug-cc-pVQZ_XCH-BLYP-UW12-D3BJ,aug-cc-pVQZ_B3LYP-D3BJ-n,aug-cc-pVQZ_wB97M-V,aug-cc-pVQZ_B3LYP-D3BJ_gvt,cc-pVQZ_B2-PLYP-D3BJ,cc-pVQZ_B3LYP-D3BJ,cc-pVQZ_BLYP-D3BJ,cc-pVQZ_B-LYP-osUW12-D3BJ,cc-pVQZ_CAM-B3LYP-D3BJ,cc-pVQZ_DSD-BLYP-D3BJ,cc-pVQZ_MP2,cc-pVQZ_PBE0-D3BJ,cc-pVQZ_PBE-D3BJ,cc-pVQZ_wB97X-D3,cc-pVQZ_wB97X-D3BJ,cc-pVQZ_wB97X-MP2-D3BJ,cc-pVQZ_WM21-D3BJ,cc-pVQZ_XCH-BLYP-UW12-D3BJ,cc-pVQZ_wB97X-V,cc-pVQZ_wB97M-V,cc-pVTZ_B2-PLYP-D3BJ,cc-pVTZ_B3LYP-D3BJ,cc-pVTZ_BLYP-D3BJ,cc-pVTZ_B-LYP-osUW12-D3BJ,cc-pVTZ_CAM-B3LYP-D3BJ,cc-pVTZ_DSD-BLYP-D3BJ,cc-pVTZ_MP2,cc-pVTZ_PBE0-D3BJ,cc-pVTZ_PBE-D3BJ,cc-pVTZ_wB97X-D3,cc-pVTZ_wB97X-D3BJ,cc-pVTZ_wB97X-MP2-D3BJ,cc-pVTZ_WM21-D3BJ,cc-pVTZ_XCH-BLYP-UW12-D3BJ,cc-pVTZ_wB97M-V,cc-pVTZ_wB97X-V,aug-cc-pVTZ_B2-PLYP-D3BJ,aug-cc-pVTZ_B3LYP-D3BJ,aug-cc-pVTZ_BLYP-D3BJ,aug-cc-pVTZ_B-LYP-osUW12-D3BJ,aug-cc-pVTZ_CAM-B3LYP-D3BJ,aug-cc-pVTZ_DSD-BLYP-D3BJ,aug-cc-pVTZ_MP2,aug-cc-pVTZ_PBE0-D3BJ,aug-cc-pVTZ_PBE-D3BJ,aug-cc-pVTZ_wB97X-D3,aug-cc-pVTZ_wB97X-D3BJ,aug-cc-pVTZ_wB97X-MP2-D3BJ,aug-cc-pVTZ_WM21-D3BJ,aug-cc-pVTZ_XCH-BLYP-UW12-D3BJ,aug-cc-pVTZ_wB97M-V,aug-cc-pVTZ_wB97X-V,aug-cc-pVTZ_B3LYP-D3BJ-num,aug-cc-pVTZ_B-LYP-osUW12-D3BJ-num,aug-cc-pVTZ_B3LYP-D3BJ-an,aug-cc-pVTZ_B3LYP-D3BJ-tight,aug-cc-pVTZ_B-LYP-osUW12-D3BJ-tight,aug-cc-pVTZ_XCH-BLYP-UW12-D3BJ-num,aug-cc-pVTZ_XCH-BLYP-UW12-D3BJ-tight,aug-cc-pVTZ_B-LYP-osUW12-D3BJ-num2,aug-cc-pVTZ_B3LYP-D3BJ-num2,aug-cc-pVTZ_B3LYP-D3BJ-an2,aug-cc-pVTZ_B-LYP-osUW12-D3BJ-tight2,aug-cc-pVTZ_B-LYP-osUW12-D3BJ-num2-tight,aug-cc-pVTZ_B-LYP-osUW12-D3BJ_14,aug-cc-pVTZ_TPSS-D3BJ,aug-cc-pVTZ_TPSSh-D3BJ,aug-cc-pVTZ_SCAN-D3BJ,aug-cc-pVTZ_XCH-BLYP-UW12-D3BJ_fc,cc-pVDZ_B2-PLYP-D3BJ,cc-pVDZ_B3LYP-D3BJ,cc-pVDZ_BLYP-D3BJ,cc-pVDZ_B-LYP-osUW12-D3BJ,cc-pVDZ_CAM-B3LYP-D3BJ,cc-pVDZ_DSD-BLYP-D3BJ,cc-pVDZ_MP2,cc-pVDZ_PBE0-D3BJ,cc-pVDZ_PBE-D3BJ,cc-pVDZ_wB97X-D3,cc-pVDZ_wB97X-D3BJ,cc-pVDZ_wB97X-MP2-D3BJ,cc-pVDZ_WM21-D3BJ,cc-pVDZ_XCH-BLYP-UW12-D3BJ,cc-pVDZ_wB97M-V,cc-pVDZ_wB97X-V,aug-cc-pVDZ_B2-PLYP-D3BJ,aug-cc-pVDZ_B3LYP-D3BJ,aug-cc-pVDZ_BLYP-D3BJ,aug-cc-pVDZ_B-LYP-osUW12-D3BJ,aug-cc-pVDZ_CAM-B3LYP-D3BJ,aug-cc-pVDZ_DSD-BLYP-D3BJ,aug-cc-pVDZ_MP2,aug-cc-pVDZ_PBE0-D3BJ,aug-cc-pVDZ_PBE-D3BJ,aug-cc-pVDZ_wB97X-D3,aug-cc-pVDZ_wB97X-D3BJ,aug-cc-pVDZ_wB97X-MP2-D3BJ,aug-cc-pVDZ_WM21-D3BJ,aug-cc-pVDZ_XCH-BLYP-UW12-D3BJ,aug-cc-pVDZ_wB97M-V,aug-cc-pVDZ_wB97X-V
24_N2_4,-8e-09,-3e-09,6e-08,0.0,-7e-09,6.7e-08,0.0,8.4e-08,1.13e-07,2e-08,5.7e-08,5.6e-08,-6.7e-08,,1.6e-08,-4e-09,7.4e-08,,2.3e-08,5.9e-08,8e-09,0.0,-7e-09,-5e-09,5e-09,-1.22e-07,2.5e-08,2.6e-08,-2e-08,-1.3e-08,1.7e-08,-7e-09,-7e-09,,,1.6e-08,6e-09,-9.6e-08,0.0,5.6e-08,-5e-09,5.6e-08,-1e-09,6.8e-08,7.2e-08,6.2e-08,8e-09,0.0,4.3e-08,,,-8e-09,-6.2e-08,3.7e-08,3.2e-08,-1.33e-07,-1.03e-07,-1.6e-08,-5.4e-08,0.0,-0.0,-2.8e-08,-7.7e-08,0.0,-4.4e-08,,,-2.3e-08,1.996e-06,2.6e-08,-6.5e-08,-5e-09,-6.221e-06,-0.0,,,,,,,,,,7.6e-08,-5.8e-08,3.15e-07,-1.13e-07,1e-09,5e-08,7e-09,-7.3e-08,3.54e-07,0.0,0.0,0.0,9e-09,-1.6e-08,-8e-09,,,3.09e-06,2.67e-07,-1.2e-07,-1.17e-07,4.2e-08,1.188e-06,1.3e-08,-1.69e-07,-2.03e-07,-5.8e-08,0.0,1.3e-07,-4.3e-08,1e-08,,
24_N2_5,7.5e-08,3e-08,3e-08,0.0,-7e-09,6e-09,0.0,1.38e-07,1.3e-08,2e-08,1e-08,5e-09,-7.5e-08,,1.6e-08,-3e-09,-2.9e-08,,3e-08,1.9e-08,-2.9e-08,-0.0,8e-09,3.7e-08,4.2e-08,-5.2e-08,1.7e-08,0.0,-4.2e-08,0.0,1.18e-07,1.7e-08,-5.3e-08,,,-1.6e-08,1.22e-07,-9.6e-08,0.0,-5.1e-08,-1.1e-08,-1.39e-07,1e-08,0.0,-2e-09,-6.2e-08,-1.32e-07,2e-09,4.9e-08,,,7e-09,7.5e-08,-1.7e-08,-3.2e-08,-3.8e-08,4.3e-08,5.6e-08,-4.3e-08,-7e-09,-6.1e-08,-2.8e-08,-1.2e-08,0.0,4.4e-08,,,3e-08,2.418e-06,2.6e-08,5.3e-08,-6.4e-08,5.982e-06,-8.2e-08,,,,,,,,,,-6e-09,-5.2e-08,-1.2e-07,1.11e-07,-0.0,5e-08,1.72e-07,6.6e-08,1.01e-07,-0.0,-1.44e-07,-0.0,2e-09,-1.6e-08,1.7e-08,,,1.687e-06,-1.03e-07,1.17e-07,-0.0,-4.3e-08,1.137e-06,-9.8e-08,1.69e-07,-4.8e-08,5.7e-08,-0.0,1.52e-07,-4.3e-08,-1e-08,,
17_H2O_0,0.005884075,0.006243051,0.006242973,0.001341238,0.008459258,0.008170607,0.00633352,0.016470855,0.006526736,0.00077518,0.008376636,0.008290331,0.010856971,,0.005208513,0.010755931,0.00625452,,0.023581684,0.005369309,0.005589898,0.000443184,0.007998096,0.007569315,0.005820255,0.016228606,0.005909906,-2.3806e-05,0.007936932,0.007750258,0.010372609,0.004605012,0.010318848,,,0.003714942,0.004042694,-0.001428159,0.006711937,0.00604263,0.004151328,0.015337355,0.00466493,-0.001654435,0.042407667,0.006328463,0.009238442,0.003204917,0.0090492,,,0.005136615,0.005749135,0.00077276,0.008021809,0.007688897,0.005493375,0.016093543,0.006039543,0.000264074,0.00785105,0.007823393,0.010563097,0.004834854,0.010284377,,,0.005822474,0.007959953,0.005749185,0.007925217,0.008052254,0.010325866,0.013670365,,,,,,,,,,0.009560151,-0.003686876,-0.004039436,-0.010381896,-0.0005532,-0.001930817,-0.002981282,0.008963902,-0.00279895,-0.009962104,-0.001371829,-0.001390365,0.002334115,-0.004543037,0.001733138,,,0.003165244,0.003734898,-0.001245888,0.006059278,0.005764121,0.003441064,0.014036366,0.003978125,-0.001756849,0.005328281,0.005833904,0.008728772,0.002822861,0.008245232,,
17_H2O_1,0.004246129,0.004447759,0.004447974,0.000621978,0.006099765,0.005944434,0.004649676,0.012190259,0.004669289,0.000190657,0.00498296,0.006081742,0.008227827,,0.00386251,0.007791616,0.004400687,,-0.027253799,0.003902462,0.003971792,-3.5404e-05,0.005764027,0.005505968,0.004228619,0.01201088,0.004159129,-0.000390569,0.004603212,0.005684843,0.007908946,0.003423183,0.007474678,,,0.002644337,0.002807287,-0.001385415,0.004829329,0.00435741,0.002988516,0.011351054,0.003290102,-0.001552113,-0.010805708,0.004620643,0.006984801,0.002347695,0.00652076,,,0.003677944,0.004053748,0.000199734,0.005785226,0.005561781,0.003996046,0.011911124,0.00428972,-0.000169159,0.004815903,0.005719643,0.007917724,0.003524701,0.00741667,,,0.003984515,0.005780358,0.004053702,-0.013418445,0.005633238,0.007424258,-0.009566991,,,,,,,,,,0.006880941,-0.002818689,-0.003167909,-0.007992668,-0.000508651,-0.001544135,-0.002308606,0.006628524,-0.00222226,-0.007670086,-0.001665552,-0.001069479,0.001901508,-0.003224523,0.00117585,,,0.002304279,0.002595698,-0.001196969,0.004415069,0.004167679,0.002417101,0.010385036,0.002818684,-0.001592269,0.003451768,0.004282559,0.006534172,0.002151395,0.005973819,,
17_H2O_2,-0.003140749,-0.003333729,-0.003333709,-0.000837941,-0.004495601,-0.004297595,-0.00333072,-0.008612662,-0.003487341,-0.000569588,-0.003535538,-0.004336195,-0.006563099,,-0.003184049,-0.005699637,-0.003398608,,-0.020350579,-0.002847715,-0.00298274,-0.000352355,-0.004247095,-0.003976761,-0.003076888,-0.008486,-0.003185598,-0.000136462,-0.003270084,-0.004052087,-0.006290747,-0.002861298,-0.005462555,,,-0.002051152,-0.002310014,0.000376044,-0.003652138,-0.003301907,-0.002276127,-0.008019741,-0.00260259,0.000520224,0.03555474,-0.003402653,-0.005608037,-0.002110574,-0.004911855,,,-0.002815285,-0.003217787,-0.000816583,-0.004349893,-0.004174428,-0.002960549,-0.008415358,-0.003336966,-0.000516039,-0.003100327,-0.004189794,-0.006335867,-0.002982157,-0.005574617,,,-0.003177139,-0.004359796,-0.003217819,-0.026701613,-0.004542125,-0.005614893,-0.025555085,,,,,,,,,,-0.005196326,0.001926888,0.00207582,0.005359584,0.000263977,0.001010221,0.0015549,-0.00468322,0.001417205,0.005116243,0.000974707,0.000746702,-0.001524275,0.002146537,-0.000934866,,,-0.001655678,-0.001989841,0.000600989,-0.003188075,-0.003005122,-0.00181702,-0.007337505,-0.002122031,0.000829825,-0.002443689,-0.003027379,-0.004984161,-0.00184121,-0.004351422,,
17_H2O_3,0.274926311,0.274113042,0.27411338,0.275260307,0.274265676,0.273165858,0.275190001,0.271588694,0.274773009,0.276073799,0.273020893,0.273491324,0.272251345,,0.274434547,0.273524878,0.27405845,,0.260480799,0.275678043,0.274781378,0.276139207,0.274772789,0.273793276,0.275803446,0.271848164,0.275232436,0.276879594,0.273471271,0.274047561,0.272818998,0.275060966,0.274022781,,,0.276547396,0.275447318,0.276821728,0.275423725,0.274485799,0.276773752,0.272330559,0.275982841,0.277574294,0.267830689,0.274737121,0.273428161,0.27585421,0.274562314,,,0.274961958,0.273833454,0.274785825,0.274127541,0.272926293,0.275315402,0.271575014,0.274606117,0.275737063,0.273679602,0.273325683,0.272148997,0.274272539,0.273284256,,,0.273783678,0.274092215,0.273833267,0.215651878,0.273566716,0.273253542,0.215344377,,,,,,,,,,0.273600199,0.281317307,0.280652469,0.282874646,0.280093198,0.279596324,0.281378802,0.276075473,0.280749562,0.283249555,0.279508987,0.279575371,0.278245418,0.281127165,0.279451351,,,0.275963831,0.275139881,0.276492442,0.2753978,0.274110452,0.27619634,0.272569821,0.275882191,0.27733736,0.2748715,0.274423632,0.273543441,0.27557291,0.274619553,,
17_H2O_4,0.888196525,0.890075115,0.890075253,0.895263845,0.884974791,0.889839785,0.886811762,0.878469332,0.887191011,0.89336696,0.88729342,0.888809723,0.884263642,,0.889779551,0.882659213,0.890047774,,0.832700588,0.887061698,0.889218057,0.894215969,0.884251975,0.888999129,0.885597421,0.878084443,0.886549994,0.892368575,0.886609705,0.888051369,0.883664576,0.888947878,0.881926954,,,0.886748864,0.889093623,0.894032241,0.884140931,0.888861067,0.885311333,0.878287463,0.886265947,0.892098379,0.898747294,0.887945629,0.88367829,0.888800944,0.881794832,,,0.889185483,0.890947662,0.896098497,0.885750667,0.890666515,0.887745649,0.87930276,0.887979112,0.89413765,0.888131817,0.889609972,0.885034857,0.890632971,0.883459716,,,0.890916084,0.885751359,0.890947676,0.877911502,0.885724719,0.883484038,0.873969194,,,,,,,,,,0.883887927,0.886851363,0.889384826,0.894409896,0.884358936,0.889031257,0.885187848,0.878720529,0.886422222,0.892041852,0.886494357,0.888333044,0.884296098,0.888936279,0.881735896,,,0.890797527,0.892098192,0.897460428,0.88679832,0.891898023,0.889525381,0.88017454,0.889083736,0.895219791,0.889315686,0.890970966,0.886192977,0.891669275,0.884587844,,
17_H2O_5,0.253842448,0.255763148,0.255763053,0.257591742,0.252675414,0.256607382,0.252825456,0.251547471,0.253418688,0.255604092,0.253261855,0.255743443,0.254036663,,0.255062674,0.252021752,0.255698025,,0.33681111,0.25255541,0.254629471,0.25613512,0.251772124,0.255524349,0.251554852,0.251076532,0.252551035,0.254244986,0.252415307,0.254777427,0.253197663,0.253978681,0.251121779,,,0.251363331,0.253586337,0.254714989,0.250849674,0.254504568,0.250325292,0.250734454,0.251502225,0.252916262,0.230650559,0.253852491,0.252358556,0.252891343,0.250212787,,,0.254283581,0.256216815,0.257893372,0.253027457,0.257040293,0.253182302,0.252044676,0.253809058,0.25588696,0.253514255,0.256160703,0.254377701,0.255471383,0.252405214,,,0.256259444,0.253045358,0.256216809,0.269820271,0.253157019,0.252386874,0.260580533,,,,,,,,,,0.252351649,0.247163929,0.249244939,0.250029211,0.246872042,0.250090062,0.246106709,0.247408889,0.247355034,0.248172944,0.247940356,0.249719734,0.248461396,0.248430784,0.245950072,,,0.254431537,0.256085992,0.25794287,0.252766849,0.256994221,0.253647592,0.251597256,0.253549168,0.255679648,0.254003746,0.256159084,0.254007037,0.255238595,0.252213264,,
17_H2O_6,0.60335245,0.603843902,0.603843642,0.60759845,0.60147506,0.60286353,0.602686498,0.59614117,0.60290025,0.607351016,0.602802465,0.60241834,0.601033059,,0.604556935,0.599919186,0.603904502,,0.600137513,0.603162,0.603828718,0.607617604,0.60142911,0.602837404,0.602529394,0.596124276,0.603057653,0.607344207,0.602791792,0.602402176,0.600999503,0.604534017,0.599858366,,,0.60383827,0.604709982,0.608806426,0.602064333,0.603671567,0.603227765,0.596532989,0.603552224,0.608280136,0.573961639,0.603134411,0.601509514,0.605140868,0.600588481,,,0.604093765,0.604617406,0.60864141,0.602050645,0.603584805,0.603390752,0.59653169,0.603554335,0.608198858,0.602669343,0.603050918,0.601493861,0.605092602,0.600631362,,,0.604758389,0.601994296,0.604617543,0.660622901,0.602581025,0.60071627,0.655185254,,,,,,,,,,0.601039645,0.606575242,0.607586962,0.611707245,0.604659997,0.606534488,0.605793931,0.599162161,0.606249383,0.610912544,0.606062837,0.60601499,0.603649935,0.607615867,0.603015506,,,0.605159474,0.605325216,0.608953441,0.602742916,0.604325422,0.604623521,0.597595126,0.604339678,0.608619485,0.604000215,0.603942459,0.6019472,0.605804224,0.601335211,,
17_H2O_7,-0.2377815,-0.239922875,-0.239923227,-0.241285824,-0.236474557,-0.24118422,-0.236713952,-0.236060575,-0.2372603,-0.238957618,-0.237676381,-0.240291465,-0.237921899,,-0.239042061,-0.23585083,-0.239942536,,-0.150846791,-0.236304325,-0.23858985,-0.239580565,-0.235416003,-0.239905098,-0.235226523,-0.235496084,-0.236109123,-0.237378007,-0.236612917,-0.239136212,-0.236984346,-0.237771062,-0.234801633,,,-0.234874346,-0.23730091,-0.238046826,-0.234370261,-0.238618478,-0.233727357,-0.235039234,-0.23495605,-0.235946267,-0.233341586,-0.237966272,-0.236116121,-0.236548639,-0.233715592,,,-0.238265218,-0.24040141,-0.241698232,-0.236935894,-0.241628296,-0.23710976,-0.236614533,-0.237668832,-0.239368492,-0.238347721,-0.240729615,-0.238387026,-0.239557672,-0.236276387,,,-0.240404533,-0.236900989,-0.240401379,-0.209893058,-0.236757957,-0.236219547,-0.209802203,,,,,,,,,,-0.236168869,-0.229485248,-0.231616917,-0.231817228,-0.229250285,-0.232887123,-0.228481369,-0.230750892,-0.229599962,-0.229771766,-0.230228806,-0.232663566,-0.231561647,-0.231111757,-0.228311747,,,-0.238181176,-0.24009389,-0.24166346,-0.23661339,-0.241465703,-0.23744241,-0.235960996,-0.23730242,-0.239027523,-0.238167455,-0.240653526,-0.23825757,-0.239220671,-0.235961663,,
17_H2O_8,-0.713239672,-0.714929418,-0.714929343,-0.719253799,-0.710679812,-0.714809785,-0.711999962,-0.705435033,-0.712431345,-0.717534503,-0.712226316,-0.713907246,-0.70996478,,-0.714378624,-0.708822115,-0.714961548,,-0.77896053,-0.712217747,-0.714146729,-0.718282763,-0.710025028,-0.714047586,-0.710985337,-0.705090996,-0.711865435,-0.716608523,-0.711645222,-0.713225339,-0.709384968,-0.713617382,-0.708159223,,,-0.711788881,-0.713776321,-0.717591031,-0.709697534,-0.71370266,-0.710579628,-0.705214958,-0.711399634,-0.715936484,-0.728705297,-0.712949837,-0.70920526,-0.713280767,-0.707800931,,,-0.713966929,-0.715499026,-0.719576787,-0.711177563,-0.715365864,-0.712755391,-0.706129297,-0.71297209,-0.71787092,-0.712913926,-0.714470907,-0.710512094,-0.714989224,-0.709330596,,,-0.715423521,-0.711223373,-0.715498989,-0.705618657,-0.711114893,-0.709353205,-0.697525447,,,,,,,,,,-0.709655321,-0.711570592,-0.713820757,-0.717888794,-0.709636019,-0.713600282,-0.710169771,-0.705226038,-0.711272237,-0.715789186,-0.711415062,-0.712966435,-0.70944655,-0.71307732,-0.707515205,,,-0.715226515,-0.716596149,-0.721043857,-0.712078773,-0.716489097,-0.714322318,-0.706760889,-0.713927136,-0.719009472,-0.714060055,-0.715631704,-0.711501886,-0.715897383,-0.71036184,,
18_H2S_0,-0.001452025,-0.001424572,-0.001424605,-0.0014191,-0.001424843,-0.001428984,-0.001446497,-0.001423885,-0.001443113,-0.001451793,-0.001548534,-0.001435686,-0.001385294,,-0.001401075,-0.001422859,-0.00141677,,-0.001424633,-0.001443914,-0.001424508,-0.001418136,-0.001424646,-0.001428884,-0.001449147,-0.001423982,-0.001442543,-0.001450816,-0.001546186,-0.001435739,-0.001387293,-0.001401588,-0.001422662,,,-0.00149366,-0.001540539,-0.001610536,-0.00149481,-0.001516138,-0.001473566,-0.001425678,-0.001520896,-0.001566721,-0.001673721,-0.001496976,-0.001434897,-0.001471463,-0.001493883,,,-0.001503123,-0.001540571,-0.00158188,-0.001494697,-0.001515778,-0.001481799,-0.0014242,-0.001521361,-0.001567213,-0.001672889,-0.001496546,-0.001430674,-0.001470633,-0.001494329,,,-0.001533155,-0.001492025,-0.001540653,-0.0015625,-0.001494758,-0.001611076,-0.00150847,,,,,,,,,,-0.001497375,-0.001428291,-0.001402585,-0.001399169,-0.001429828,-0.001402831,-0.001443847,-0.001435746,-0.001422829,-0.001423113,-0.001509441,-0.001425333,-0.001412891,-0.001405482,-0.001424071,,,-0.001418016,-0.001401148,-0.001396929,-0.001428791,-0.001414342,-0.001442309,-0.001433341,-0.001434312,-0.001422381,-0.001544015,-0.001423471,-0.001405297,-0.001402323,-0.001423102,,
18_H2S_1,0.616174859,0.618271558,0.618271603,0.624962887,0.61302851,0.615079586,0.614573011,0.602061798,0.619214462,0.627412055,0.615433237,0.614142309,0.609520188,,0.61703332,0.612004886,0.618268637,,0.618271551,0.61614901,0.61831191,0.625027011,0.613050052,0.615129339,0.614542823,0.602131981,0.619219288,0.627415955,0.615449503,0.614205365,0.609480782,0.617075766,0.611976103,,,0.616455372,0.618777239,0.625524193,0.613456604,0.615583595,0.614836808,0.602699258,0.619578205,0.627805801,0.615765389,0.614609279,0.610023285,0.617479188,0.612332742,,,0.616531283,0.618560634,0.625207494,0.613285916,0.615383196,0.615027644,0.602463781,0.619506124,0.627665942,0.615735275,0.61443877,0.609853105,0.617319337,0.612328881,,,0.618538706,0.613298956,0.618560679,0.61856643,0.613285939,0.612193586,0.612306168,,,,,,,,,,0.613312675,0.621630858,0.625612158,0.633477897,0.619075102,0.622039965,0.619542343,0.606807702,0.624178281,0.633574717,0.620895234,0.619916399,0.614727284,0.62282539,0.618130248,,,0.622030389,0.623888084,0.631072785,0.618150534,0.620400434,0.619547859,0.606154683,0.623715383,0.63242938,0.620361406,0.618885133,0.613648378,0.621759426,0.617269379,,
18_H2S_2,-1.593e-06,5.8e-08,-1.09e-07,-6.4e-08,1.3e-08,-4e-09,-1.477e-06,-1.231e-06,-9e-09,-1e-09,-6e-09,-2e-09,-4.27e-07,,1.4e-08,-1.9e-08,-4.834e-06,,1.9e-08,-6.33e-07,-3.7e-08,-2.25e-07,-4e-09,9e-09,-2.24e-06,-9.54e-07,-2e-08,4.5e-08,-1e-08,-3.8e-08,-3.73e-07,1e-09,2e-09,,,-6.97e-07,-2.7e-08,1.22e-07,-2e-09,7e-09,-2.4e-07,-3.81e-07,-3.5e-08,-6.4e-08,-6.4e-08,-1.6e-08,6.68e-07,-3.7e-08,2.4e-08,,,-1.93e-07,-1.16e-07,-1e-08,-5e-09,-2e-08,9.7e-08,-7.61e-07,3e-09,-8e-08,-9.2e-08,-4e-08,-1.033e-06,-2.3e-08,-1.2e-08,,,-7.27e-07,3.26e-07,-3.4e-08,-4.9e-08,-2e-08,-0.000143395,5.4e-08,,,,,,,,,,-3.6e-08,-5.33e-07,-3.1e-08,-1e-08,-6e-09,2.4e-08,-1.97e-07,-7.82e-07,1.1e-08,-1.3e-08,1.3e-08,1.7e-08,-6.02e-07,-9e-09,2e-09,,,-5.61e-07,1.4e-08,-2e-08,-9e-09,-7e-09,-1.377e-06,-2.108e-06,0.0,3.4e-08,-1.6e-08,-3e-09,2.23e-07,-5e-09,4e-09,,
18_H2S_3,0.966369832,0.969745212,0.969745208,0.973345202,0.965931104,0.968156876,0.964768284,0.971860951,0.966787741,0.970017226,0.966407861,0.968668898,0.970252858,,0.970009705,0.956025009,0.969726103,,0.96974525,0.966171536,0.969708137,0.973269812,0.965883168,0.968144408,0.964461779,0.971794274,0.966758425,0.969944022,0.966385306,0.968636405,0.970219441,0.96999172,0.956047447,,,0.966330401,0.969992262,0.973503024,0.966133241,0.968467105,0.964545605,0.971990605,0.967067892,0.970172603,0.966765046,0.968941155,0.9705749,0.970373245,0.956410865,,,0.966735129,0.970255562,0.973807584,0.966369272,0.96870889,0.965054487,0.972246979,0.967271658,0.970468419,0.9668806,0.969177257,0.970886079,0.970605688,0.956528327,,,0.970247465,0.966336353,0.970255505,0.970272216,0.966369253,0.956529006,0.956576186,,,,,,,,,,0.960301381,0.972123767,0.975180412,0.978787349,0.971051815,0.973607517,0.970728799,0.976162737,0.97157305,0.974672625,0.972327228,0.973855413,0.975440287,0.975206537,0.961576373,,,0.973366921,0.975833039,0.979640773,0.971615217,0.974188842,0.972290742,0.977335557,0.972114945,0.975448378,0.972868668,0.974463565,0.976154001,0.975771674,0.961832057,,
18_H2S_4,-0.305769488,-0.306902875,-0.30690286,-0.31027273,-0.30427071,-0.305292419,-0.304966417,-0.298732503,-0.307355676,-0.311463017,-0.305291559,-0.304808622,-0.302466857,,-0.306315006,-0.303781271,-0.306930729,,-0.306902787,-0.305736288,-0.306923349,-0.310306811,-0.304281946,-0.305317477,-0.304917513,-0.298769348,-0.307359147,-0.311466653,-0.305303291,-0.304840226,-0.302581836,-0.306335625,-0.303767051,,,-0.305847718,-0.306976624,-0.310259127,-0.304376571,-0.305409063,-0.305051452,-0.299053328,-0.307417746,-0.311484783,-0.305263069,-0.304946853,-0.302744234,-0.306428886,-0.303835588,,,-0.305945618,-0.306866783,-0.310143226,-0.304290184,-0.30530807,-0.305191751,-0.298934707,-0.307380212,-0.311412823,-0.305248936,-0.304861049,-0.30254663,-0.306349104,-0.303832675,,,-0.306904429,-0.304325585,-0.306866675,-0.30683535,-0.304290102,-0.30385184,-0.303799062,,,,,,,,,,-0.304314332,-0.308720634,-0.310620477,-0.314577405,-0.307295886,-0.308825107,-0.307399642,-0.301097179,-0.30987547,-0.314598785,-0.308086426,-0.307720136,-0.305200765,-0.309212679,-0.306850849,,,-0.307713081,-0.309753182,-0.31336828,-0.306830597,-0.30798015,-0.307430144,-0.300767298,-0.309623227,-0.314021575,-0.307762911,-0.307202324,-0.30479021,-0.308679585,-0.306418272,,
18_H2S_5,-8.7e-08,1e-08,6.4e-08,4.01e-07,-4e-08,2e-09,-1.694e-06,-7.87e-07,4e-09,8.9e-08,2e-09,1e-09,-4.72e-07,,-1.6e-08,-5.6e-08,-1.363e-06,,2.2e-08,4.5e-07,-1.36e-07,9.5e-08,3.2e-08,-1.8e-08,-1.933e-06,-1.587e-06,-1.49e-07,-2.06e-07,-6.7e-08,-9e-09,9.9e-08,-2.2e-08,-1.6e-07,,,-5.68e-07,2.45e-07,-8.6e-08,7.3e-08,4.3e-08,-1.669e-06,1.35e-07,7.5e-08,8.3e-08,1.98e-07,-2.7e-08,6.86e-07,4.6e-08,-0.0,,,2.17e-07,2.51e-07,3.21e-07,4e-08,2.6e-07,4.44e-07,3.74e-07,1.01e-07,3.12e-07,1.19e-07,6.1e-08,-8.38e-07,-2e-09,7.1e-08,,,-2.45e-07,-3.412e-06,7.5e-08,1.74e-07,1.12e-07,-9.411e-06,9.9e-08,,,,,,,,,,1.11e-07,-1.92e-07,2.7e-08,-2.7e-08,5e-09,-2.5e-08,3.4e-08,6.73e-07,1.3e-08,0.0,-0.0,-8e-09,-3.73e-07,7e-09,-2e-08,,,-5.54e-07,-0.0,-8e-09,2.9e-08,2e-09,-2.28e-06,-2.01e-06,-3.6e-08,-1.12e-07,1e-08,-1e-09,1.281e-06,3e-09,1.7e-08,,
